ID,大学,調査時期,学年,年齢,性別,居場所1,居場所2,居場所3,居場所4,居場所5,居場所6,居場所7,居場所8,居場所9,居場所10,居場所11,居場所12,居場所13,居場所14,居場所15,居場所16,居場所17,居場所18,居場所19,居場所20,居場所21,居場所22,居場所23,SS1,SS2,SS3,SS4,SS5,SS6,SS7,SS8,SS9,SS10,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,SS21,SS22,SS23,SS24,SS25,SS26,SS27,SS28,SS29,SS30,SS31,SS32,SS33,SS34,SS35,友人1,友人2,友人3,友人4,友人5,友人6,友人7,友人8,友人9,友人10,友人11,友人12,友人13,友人14,友人15,友人16,友人17,友人18,友人19,友人20,友人21,友人22,友人23,友人24,友人25,友人26,友人27,友人28,友人29,友人30,友人31,友人32,友人33,SS14R,SS10R,SS23R,SS33R,社会的居場所,個人的居場所,ソーシャルスキル,感情統制を除くソーシャルスキル,傷つけられ回避,距離確保,礼儀,傷つけ回避,Z関係開始,Z解読,Z主張性,Z感情統制,Z関係維持,Z記号化,Z社会的居場所,Z個人的居場所,Zソーシャルスキル5下位尺度版,Z傷つけられ回避,Z距離確保,Z礼儀,Z傷つけ回避,友人との付き合い方
849,6,5,2,19,2,3,3,4,2,3,2,3,2,4,3,4,2,4,4,2,4,4,2,3,3,4,3,2,2,2,3,4,2,3,3,2,4,1,4,2,2,3,2,1,2,2,4,1,4,4,1,4,2,1,4,1,3,1,2,3,3,4,1,4,2,4,4,2,3,2,2,2,2,2,2,2,2,4,4,5,3,2,2,4,3,4,1,4,2,2,2,2,1,2,4,2,2,4,4,2,2.733333333,3.625,2.675595238,2.483870968,2.222222222,2.142857143,3.444444444,2.75,-0.684058884,1.984319829,-2.002698082,1.677442522,1.252732061,-1.464359216,-0.582015443,0.880683011,-0.290124288,-0.986577132,-0.57836487,-0.881195398,-0.962995383,2
850,6,5,2,20,1,3,4,4,4,3,3,4,2,4,4,2,3,4,2,3,4,4,3,4,4,4,2,3,4,4,3,3,2,4,3,4,4,1,2,4,2,2,4,4,2,3,3,4,4,3,2,3,3,4,4,2,3,2,4,4,1,2,3,2,2,2,4,4,4,5,4,1,2,3,2,2,2,5,5,4,4,2,1,2,5,1,3,4,2,3,2,2,2,3,2,1,3,4,3,4,3.133333333,3.75,3.321428571,3.225806452,2,3.142857143,3.888888889,2.125,0.793756678,0.81572501,1.884480564,1.677442522,1.252732061,1.110893198,0.094056726,1.086579432,1.573890212,-1.257819363,0.57237861,-0.09275741,-1.879766987,2
851,6,5,1,18,2,4,3,2,3,3,3,3,3,3,4,4,4,4,3,4,2,3,3,3,4,3,3,3,3,3,3,3,2,4,3,4,4,3,4,3,2,2,3,2,4,4,4,3,4,4,2,4,3,2,4,2,4,3,3,3,2,4,3,3,2,2,4,2,2,4,2,5,2,4,4,5,3,5,5,5,3,2,3,4,3,4,2,5,2,2,1,2,3,4,4,2,3,2,3,3,3.466666667,2.75,3.199404762,3.258064516,3,2.142857143,4,3.375,0.793756678,2.451757756,0.218546859,0.545406642,1.252732061,1.110893198,0.6574502,-0.560591936,1.65493432,-0.037229326,-0.57836487,0.104352087,-0.046223778,5
852,6,5,1,19,1,3,4,2,3,2,3,3,2,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,3,3,2,2,2,3,2,3,3,3,2,2,2,3,2,2,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,3,3,2,3,4,4,3,4,3,2,3,2,5,4,3,3,3,3,3,4,4,4,3,3,4,4,3,3,3,2,3,3,2,4,3,3,4,2,2,2,2,2.8,2.25,2.357142857,2.35483871,3.333333333,2.571428571,3.666666667,3.375,-0.129878048,-0.820307735,-0.614419994,-0.586629237,-0.411878407,-0.176733009,-0.469336749,-1.38417762,-0.614300723,0.36963402,-0.085189093,-0.486976404,-0.046223778,1
853,6,5,1,18,2,4,2,2,3,3,3,2,4,2,1,4,4,4,4,4,2,2,4,2,4,2,3,4,4,3,3,1,2,1,2,3,3,4,2,2,2,3,1,2,4,2,4,4,2,2,4,2,3,2,3,3,3,2,4,4,4,4,4,2,2,4,3,4,5,3,4,4,2,3,3,4,3,4,2,2,2,4,4,4,4,3,2,3,2,4,4,4,2,2,2,2,2,1,1,1,3.466666667,2.125,2.50297619,2.709677419,2.888888889,3.714285714,3.111111111,2.75,0.609029732,-0.119150844,-0.614419994,-2.096010411,-0.411878407,1.540101934,0.6574502,-1.590074041,0.277184473,-0.172850441,1.229946313,-1.47252389,-0.962995383,1
854,6,5,2,19,2,3,3,2,2,3,2,2,2,3,3,3,2,3,2,2,3,3,2,3,3,3,3,3,2,2,1,3,2,2,3,3,3,2,3,2,2,2,3,3,3,2,2,3,3,3,3,2,2,2,2,2,2,3,2,3,2,3,2,3,3,4,4,2,2,2,4,4,4,4,4,4,4,4,5,4,3,4,3,4,5,5,4,5,2,4,3,3,4,4,4,3,3,3,2,3,2.533333333,2.75,2.532738095,2.419354839,3.888888889,3,3.777777778,3.875,-0.499331939,-0.586588772,0.218546859,0.545406642,0.142991749,-0.605941745,-0.920051528,-0.560591936,-0.452212506,1.047739596,0.407986684,-0.289866907,0.687193505,4
855,6,5,1,18,2,4,4,3,4,3,3,2,3,2,4,4,4,4,4,4,2,2,3,2,4,2,2,3,2,3,2,3,2,3,3,4,4,4,3,2,3,4,2,2,3,3,4,2,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,4,5,3,2,3,2,5,2,2,2,2,2,4,2,4,5,4,4,4,4,4,5,4,3,5,2,3,1,2,2,4,3,2,1,1,2,2,3.666666667,2.125,2.630952381,2.709677419,2.333333333,2.142857143,4.111111111,4,0.239575842,0.582006047,-0.336764376,-0.586629237,0.697861905,-0.176733009,0.995486285,-1.590074041,0.277184473,-0.850956017,-0.57836487,0.301461584,0.870547826,5
856,6,5,1,20,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,4,3,4,4,4,4,2,3,2,3,2,3,3,3,2,2,3,4,3,2,3,3,3,2,3,4,3,3,3,4,2,2,4,4,2,2,2,2,4,4,4,4,4,4,4,5,4,4,4,4,5,4,3,4,4,2,2,2,3,3,4,4,4,3,1,1,2,4,4,2.845238095,3.032258065,3.777777778,2.285714286,4,3.375,0.978483623,0.582006047,0.218546859,-1.341319824,0.697861905,1.540101934,1.558879759,1.498372274,1.08762556,0.912118481,-0.413972945,0.104352087,-0.046223778,5
857,6,5,3,20,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,2,2,3,3,3,3,4,3,4,4,4,2,2,5,4,3,3,2,2,4,4,4,2,4,4,3,4,4,4,4,4,4,3,3,2,3,4,3,3,3,4,3,2,2,2,1,2.8,3,2.642857143,2.806451613,2.777777778,3.571428571,3.555555556,3.625,0.978483623,-0.352869808,0.773858094,-0.963974531,-0.411878407,0.252475727,-0.469336749,-0.148799094,0.520316799,-0.308471556,1.065554387,-0.684085901,0.320484863,1
858,6,5,1,18,1,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,3,2,2,2,2,2,3,2,2,3,3,2,3,3,3,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,2,1,4,3,2,2,1,3,2,2,4,3,3,2,4,3,4,3,3,3,3,4,4,3,2,4,4,4,4,3,2,2,3,3,1,2,3.866666667,3.875,2.729166667,2.838709677,3,2.571428571,3.111111111,3.125,0.609029732,-0.119150844,1.051513711,-0.586629237,0.142991749,0.252475727,1.333522369,1.292475853,0.601360907,-0.037229326,-0.085189093,-1.47252389,-0.41293242,1
859,6,5,1,18,1,3,3,3,3,2,3,3,3,3,3,4,2,4,4,2,3,3,4,3,4,3,3,3,2,2,2,3,2,2,2,3,3,3,2,4,3,3,3,3,1,1,3,3,2,3,3,2,1,2,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2,3,2,4,3,4,4,3,2,3,4,4,3,4,3,4,3,2,2,4,3,3,3,2,3,3,4,2,2,2,2,3,3.133333333,3,2.375,2.322580645,2.888888889,2.714285714,3.333333333,2.75,-0.868785829,-0.820307735,1.051513711,0.168061349,-0.411878407,-1.464359216,0.094056726,-0.148799094,-0.695344832,-0.172850441,0.079202833,-1.078304895,-0.962995383,1
860,6,5,3,20,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,4,3,4,3,3,3,4,2,2,4,3,4,3,3,3,3,3,3,2,3,1,2,1,2,2,3,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,5,5,4,4,4,4,4,4,5,5,5,1,1,2,2,4,4,2.568452381,2.612903226,4.111111111,4,3.888888889,4.5,-0.129878048,0.348287083,-0.336764376,-0.586629237,-0.411878407,0.681684463,1.558879759,1.498372274,0.034052147,1.318981826,1.558730164,-0.09275741,1.603965109,4
861,6,5,1,20,1,3,3,3,4,4,4,3,3,3,3,4,4,3,3,3,4,3,3,3,4,4,4,4,3,4,2,3,2,3,3,2,4,3,3,3,2,3,4,3,4,3,3,2,3,2,3,3,4,3,4,3,3,3,4,4,2,2,4,4,5,5,5,4,5,5,5,5,4,4,4,4,5,5,5,5,5,4,3,4,4,5,2,4,5,4,4,1,3,4,4,5,2,2,2,3,3.466666667,3.375,2.976190476,3.032258065,3.666666667,4.428571429,4.555555556,4.375,0.978483623,0.582006047,0.773858094,0.168061349,0.697861905,0.681684463,0.6574502,0.468890169,1.08762556,0.776497365,2.051905941,1.089899572,1.420610789,3
862,6,5,2,19,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,4,3,4,2,3,3,2,2,1,1,3,2,3,2,2,3,2,3,4,3,3,3,2,2,2,3,2,3,2,2,3,1,2,3,1,3,2,2,3,2,3,2,4,2,3,2,2,1,4,1,2,2,2,4,3,2,3,4,4,4,4,2,3,5,4,2,3,1,3,2,2,2,2,2,1,2,3,3,3,2.266666667,3.125,2.428571429,2.322580645,2.333333333,1.714285714,3.444444444,2.875,-1.238239719,0.582006047,0.218546859,0.922751936,-0.966748564,-1.464359216,-1.370766308,0.057097327,-0.695344832,-0.850956017,-1.071540647,-0.881195398,-0.779641062,2
863,6,5,1,18,2,4,3,4,3,3,2,3,2,4,3,3,3,3,3,3,4,4,3,4,3,4,4,2,4,3,2,2,2,3,2,3,3,4,3,2,3,4,2,1,2,3,3,2,3,4,3,3,2,1,3,1,2,2,3,4,3,3,3,5,5,1,5,2,2,5,2,5,4,4,5,5,2,5,4,5,5,5,5,5,4,5,4,5,4,4,1,1,4,4,4,4,1,1,2,2,2.866666667,3.875,2.476190476,2.516129032,3.333333333,2.714285714,4.777777778,4.75,-0.314604993,0.348287083,-1.169731229,-0.963974531,0.697861905,0.252475727,-0.356658054,1.292475853,-0.20908018,0.36963402,0.079202833,1.484118566,1.970673751,4
864,6,5,1,18,2,4,4,3,4,2,4,2,3,1,3,3,4,3,3,4,3,3,3,2,3,3,2,3,4,2,4,2,3,4,3,3,4,4,2,3,2,4,3,2,4,2,3,4,3,2,4,3,2,1,2,2,2,3,2,3,4,3,3,4,2,5,3,2,2,2,2,2,2,4,2,4,2,4,5,5,2,4,4,4,4,4,1,3,2,3,4,3,4,3,4,1,1,1,1,1,3.333333333,2.375,2.532738095,2.709677419,2.777777778,2.714285714,3.666666667,3.125,0.054848897,0.114568119,0.218546859,-1.718665117,0.142991749,0.681684463,0.43209281,-1.178281199,0.277184473,-0.308471556,0.079202833,-0.486976404,-0.41293242,1
865,6,5,2,19,2,4,4,3,4,3,3,2,3,2,4,4,4,4,4,3,2,2,3,2,3,3,2,2,2,3,2,3,2,3,2,2,3,2,3,3,2,3,2,2,2,2,3,2,3,3,2,2,2,2,3,2,3,3,2,3,2,3,3,4,3,3,4,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,4,3,2,3,3,3,3.466666667,2.25,2.526785714,2.451612903,3.666666667,3.142857143,4,3.625,-0.129878048,0.348287083,-0.336764376,0.922751936,-0.411878407,-1.464359216,0.6574502,-1.38417762,-0.371168397,0.776497365,0.57237861,0.104352087,0.320484863,4
866,6,5,4,21,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,3,4,3,2,2,3,3,2,3,2,4,4,3,3,3,2,2,3,3,2,3,3,3,3,2,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,4,3.077380952,3.064516129,1,1,1,1,1.532664458,0.348287083,0.496202476,0.922751936,0.142991749,1.110893198,1.558879759,1.498372274,1.168669668,-2.478409399,-1.893500276,-5.217604333,-3.529955875,2
867,6,5,3,20,1,4,1,4,1,4,3,4,1,4,4,4,1,3,3,1,4,4,4,4,4,3,4,3,2,1,1,2,1,1,1,3,3,4,1,4,1,4,4,4,4,1,3,4,3,2,4,2,1,4,1,1,2,4,4,2,4,4,1,1,1,1,1,2,1,4,5,5,4,5,4,2,5,5,5,4,4,5,5,4,5,1,4,4,1,5,2,5,5,2,5,1,1,1,1,1,2.733333333,3.875,2.199404762,2.290322581,4.222222222,3,4.111111111,2.125,-1.9771475,-1.054026699,2.162136181,-1.718665117,-2.076488876,0.681684463,-0.582015443,1.292475853,-0.77638894,1.454602942,0.407986684,0.301461584,-1.879766987,1
868,6,5,2,19,2,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,1,2,1,3,4,3,4,2,3,3,3,3,4,3,3,3,3,4,4,4,3,1,2,3,2,2,3,4,3,4,3,4,2,1,3,2,1,1,5,1,1,1,1,2,4,2,4,5,5,3,4,2,3,5,3,3,4,2,2,1,1,2,2,3,1,2,1,1,1,3.8,3.75,2.645833333,2.838709677,2,1.285714286,3.777777778,2.625,-0.129878048,-0.119150844,1.051513711,-2.096010411,0.697861905,1.540101934,1.220843674,1.086579432,0.601360907,-1.257819363,-1.564716425,-0.289866907,-1.146349704,2
869,6,5,1,18,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,3,1,1,2,2,3,3,2,2,2,4,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,3,3,3,2,4,3,4,3,2,2,5,2,4,3,2,3,4,3,5,5,5,4,4,3,4,5,3,3,5,3,3,2,3,3,3,4,3,1,2,3,2,3,3,2.125,1.967741935,3.333333333,2.285714286,4.333333333,3.625,-1.238239719,-1.287745662,-0.892075612,0.168061349,-0.411878407,-1.464359216,-0.131300664,-0.148799094,-1.586830027,0.36963402,-0.413972945,0.695680578,0.320484863,4
871,6,5,1,18,1,2,3,4,3,3,2,4,2,4,4,3,4,3,3,3,4,4,3,4,2,4,4,2,4,3,2,2,3,2,2,4,4,4,3,1,2,4,2,1,4,3,3,2,3,4,4,2,3,1,3,1,2,2,4,3,4,3,2,5,5,5,5,2,1,5,1,5,5,3,4,5,2,5,4,4,4,2,4,5,5,2,4,5,5,2,3,4,5,2,4,5,1,1,1,1,2.8,4,2.491071429,2.548387097,4.222222222,2.428571429,4.555555556,3.875,-0.129878048,-0.119150844,-1.725042464,-1.718665117,0.697861905,1.96931067,-0.469336749,1.498372274,-0.128036071,1.454602942,-0.249581019,1.089899572,0.687193505,4
872,6,5,2,21,2,4,2,3,4,4,3,3,4,2,3,4,2,4,4,2,2,2,4,3,3,3,3,3,4,4,2,3,3,2,2,2,2,2,4,4,4,4,3,3,3,4,2,3,4,2,4,4,4,4,3,3,3,3,1,1,2,2,1,5,4,3,5,4,5,5,4,3,3,4,5,4,4,4,4,2,4,4,2,4,4,2,5,5,4,4,5,4,5,4,4,4,1,3,1,3,3.333333333,2.625,2.654761905,2.806451613,4,4.285714286,3.777777778,4,0.609029732,0.582006047,1.884480564,0.168061349,-2.631359032,-0.605941745,0.43209281,-0.766488357,0.520316799,1.183360711,1.887514015,-0.289866907,0.870547826,4
873,6,5,3,20,2,4,4,4,4,4,3,2,3,3,4,4,4,4,4,4,3,3,4,3,4,3,3,3,4,1,2,1,2,2,3,3,3,4,2,3,3,3,3,3,3,2,2,3,2,3,4,2,2,2,2,2,2,3,4,4,4,3,2,5,5,4,4,2,1,4,1,1,1,1,4,4,4,4,4,4,4,2,2,4,4,4,2,4,2,2,2,2,2,2,2,2,2,1,1,1,3.8,3,2.43452381,2.548387097,2.444444444,1.571428571,3.777777778,3.5,-0.684058884,-1.054026699,0.773858094,-2.096010411,0.697861905,1.110893198,1.220843674,-0.148799094,-0.128036071,-0.715334902,-1.235932573,-0.289866907,0.137130542,2
874,6,5,1,18,2,4,4,2,3,4,4,4,3,2,4,4,4,4,4,4,3,3,4,4,4,2,4,4,4,4,4,3,4,4,2,4,4,1,3,4,4,1,2,4,4,4,4,3,4,4,2,4,4,4,4,4,1,4,4,4,1,4,4,4,5,5,5,2,2,5,5,2,2,2,4,5,1,5,5,5,2,5,5,5,5,4,2,5,1,2,1,1,4,1,5,1,4,4,3,4,3.866666667,3,3.678571429,3.709677419,2.888888889,2.142857143,4.666666667,3.75,2.456299184,1.516881901,2.162136181,1.677442522,1.252732061,1.96931067,1.333522369,-0.148799094,2.789551842,-0.172850441,-0.57836487,1.287009069,0.503839184,5
875,6,5,2,19,2,2,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,3,3,2,3,1,2,2,1,3,2,3,3,3,2,3,2,3,2,2,2,1,2,1,3,2,2,3,1,2,2,1,3,2,2,2,3,2,1,3,4,2,4,3,3,4,3,4,2,2,3,4,3,4,4,4,4,4,3,3,4,3,4,3,4,3,2,3,4,3,3,3,2,2,3,2,2.066666667,2.75,2.125,2.032258065,3.111111111,2.857142857,3.777777778,3.375,-1.60769361,-0.352869808,-0.892075612,-0.209283944,-1.52161872,-0.605941745,-1.708802392,-0.560591936,-1.42474181,0.098391789,0.243594758,-0.289866907,-0.046223778,1
876,6,5,1,18,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,2,1,4,2,1,2,4,3,1,3,2,2,3,2,3,3,2,3,2,3,3,1,2,1,2,3,2,2,3,2,3,2,3,1,3,4,4,4,5,5,3,4,4,3,4,4,4,4,4,3,4,4,5,4,5,4,4,4,4,3,4,4,3,3,3,3,3,2,4,4,3,4,3.875,2.610119048,2.290322581,3.555555556,4.142857143,3.888888889,3.75,-1.053512774,-0.352869808,-0.336764376,2.054787815,-0.411878407,-0.176733009,1.558879759,1.292475853,-0.77638894,0.64087625,1.72312209,-0.09275741,0.503839184,1
877,6,5,1,18,2,3,4,4,4,3,3,4,2,4,4,4,3,4,1,4,4,4,1,4,4,4,4,3,3,4,4,3,4,4,3,4,2,2,2,2,3,2,2,1,3,3,4,1,4,3,3,4,3,1,2,1,4,3,3,3,3,4,4,5,5,2,5,5,5,5,5,2,3,5,2,5,4,3,1,4,5,5,5,4,5,5,1,4,5,5,4,4,3,2,2,4,3,3,2,2,3.133333333,4,2.851190476,2.935483871,2.555555556,4.857142857,4.111111111,4.375,1.347937513,1.516881901,-1.169731229,0.168061349,-0.411878407,0.681684463,0.094056726,1.498372274,0.844493233,-0.579713787,2.545081718,0.301461584,1.420610789,3
878,6,5,1,18,1,2,2,2,3,2,2,2,2,3,2,3,2,3,2,3,3,2,2,3,3,2,3,2,4,2,2,3,2,2,2,2,4,4,2,2,4,4,3,2,4,4,2,3,1,2,3,3,1,1,2,2,2,3,2,2,3,2,2,4,4,2,4,4,3,4,4,4,4,4,4,4,3,4,5,4,3,3,3,4,4,4,2,3,3,5,4,4,2,4,4,4,1,1,2,2,2.333333333,2.5,2.345238095,2.322580645,3.222222222,3.857142857,3.888888889,3.75,-0.499331939,-1.287745662,0.218546859,-0.586629237,-0.966748564,0.252475727,-1.258087613,-0.972384778,-0.695344832,0.234012905,1.394338238,-0.09275741,0.503839184,1
879,6,5,3,20,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,3,4,2,4,4,4,4,3,2,2,2,1,4,3,4,2,4,4,2,4,2,2,4,3,2,3,4,3,3,3,3,3,4,3,4,2,3,5,2,4,4,2,4,4,4,5,5,5,5,5,4,5,5,3,3,5,4,3,3,3,4,4,4,3,3,1,3,2,4,4,2.94047619,3.096774194,3.666666667,2.714285714,4.777777778,3.875,0.793756678,1.750600865,-0.614419994,-0.963974531,0.697861905,1.96931067,1.558879759,1.498372274,1.249713777,0.776497365,0.079202833,1.484118566,0.687193505,3
880,6,5,3,21,2,3,3,3,2,3,2,3,3,2,3,3,3,3,3,3,2,3,2,2,3,2,2,2,2,3,3,3,2,2,2,2,3,2,3,3,2,2,3,2,3,2,3,2,3,3,2,3,3,2,3,2,2,3,2,3,2,3,3,3,4,3,4,3,3,3,3,4,3,4,3,3,3,4,4,4,3,3,4,4,4,3,3,4,2,3,3,2,3,3,4,2,3,3,3,3,2.733333333,2.375,2.633928571,2.580645161,3.111111111,3,3.777777778,3.125,0.424302787,0.114568119,-0.059108759,0.922751936,-0.411878407,-1.03515048,-0.582015443,-1.178281199,-0.046991962,0.098391789,0.407986684,-0.289866907,-0.41293242,1
881,6,5,1,18,2,3,2,4,2,3,3,4,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,1,2,2,2,3,3,3,2,3,2,4,3,2,3,2,3,3,2,3,3,2,1,2,2,1,1,2,3,2,4,3,1,3,3,2,2,2,2,4,2,3,3,4,4,4,2,3,4,2,3,3,4,4,4,3,3,3,3,2,2,3,4,3,2,2,1,2,2,1,2.6,3.25,2.196428571,2.225806452,2.888888889,2.428571429,3.333333333,3,-1.053512774,-1.054026699,-0.059108759,-1.341319824,-0.966748564,0.252475727,-0.807372833,0.262993748,-0.938477158,-0.172850441,-0.249581019,-1.078304895,-0.596286741,1
882,6,5,2,19,2,4,3,3,2,3,3,3,3,4,3,4,3,4,3,2,3,4,4,4,3,3,3,4,4,2,2,2,2,4,3,4,4,4,3,3,3,3,3,3,2,3,3,3,3,2,4,4,2,2,3,2,4,3,4,3,2,3,3,2,2,2,2,1,1,5,1,1,1,3,1,5,1,3,4,4,5,5,1,1,5,5,1,4,1,4,3,1,1,3,1,1,2,1,1,3,3.2,3.375,2.788690476,2.935483871,1.111111111,2,3.333333333,3.375,-0.129878048,1.283162938,0.773858094,-0.963974531,0.142991749,1.110893198,0.206735421,0.468890169,0.844493233,-2.342788284,-0.742756796,-1.078304895,-0.046223778,2
